query,intent,predicted_intent,is_match
Show me a lookalike of this cricket sweater but in burgundy right now.,composite_intent,composite_intent,1
Do you have this knit polo in navy to match my pleated skirt?,composite_intent,composite_intent,1
Need a similar varsity sweater in cream plus loafers that go with it.,composite_intent,composite_intent,1
"Cheaper version of this pearl cardigan in charcoal, and pair it with a skirt fast.",composite_intent,composite_intent,1
Find alternatives to this cable crewneck and a collared shirt to layer under it.,composite_intent,composite_intent,1
"Same preppy knit blazer in camel, with pants that coordinate, urgently.",composite_intent,composite_intent,1
I need a dupe for this striped sweater vest in green and a bag to style with it.,composite_intent,composite_intent,1
"Similar ribbed cardigan but powder blue, plus accessories for the outfit ASAP.",composite_intent,composite_intent,1
Lookalike tennis jumper under budget and what coat should go over it tomorrow?,composite_intent,composite_intent,1
floaty sundress,similar_items,similar_items,1
dupe for this beachy dress,similar_items,similar_items,1
easy cotton midi,similar_items,similar_items,1
cheaper version of this sundress,similar_items,similar_items,1
strappy summer frock,similar_items,similar_items,1
loose vacation dress,similar_items,similar_items,1
airy smock dress,similar_items,similar_items,1
lookalike for this floral mini,similar_items,similar_items,1
lightweight day dress,similar_items,similar_items,1
budget swap for this maxi,similar_items,similar_items,1
what sandals with this,graph_pairing,graph_pairing,1
bag for this sundress,graph_pairing,graph_pairing,1
jacket to throw over this dress,graph_pairing,graph_pairing,1
what jewelry with a linen dress,graph_pairing,graph_pairing,1
shoes for this picnic dress,graph_pairing,graph_pairing,1
hat to go with this summer maxi,graph_pairing,graph_pairing,1
cardigan for this little dress,graph_pairing,graph_pairing,1
stuff to wear with this strappy dress,graph_pairing,graph_pairing,1
what goes with this yellow sundress,graph_pairing,graph_pairing,1
belt for this flowy dress,graph_pairing,graph_pairing,1
white one?,color_variant,color_variant,1
same dress in blue,color_variant,color_variant,1
got it in pink,color_variant,color_variant,1
black version pls,color_variant,color_variant,1
any green color,color_variant,color_variant,1
this but cream,color_variant,color_variant,1
orange shade maybe,color_variant,color_variant,1
in lavender,color_variant,color_variant,1
need the red one,color_variant,color_variant,1
tan color?,color_variant,color_variant,1
umm hi,chit_chat,chit_chat,1
where is my package,chit_chat,chit_chat,1
is it hot out,chit_chat,chit_chat,1
lol okay,chit_chat,chit_chat,1
banana fan noise,chit_chat,chit_chat,1
thanks bye,chit_chat,chit_chat,1
can you track my refund,chit_chat,chit_chat,1
asdf sun blob,chit_chat,chit_chat,1
"something like this dress but blue, and shoes too",composite_intent,composite_intent,1
cheaper sundress in white with a bag to match,composite_intent,composite_intent,1
dupe for this maxi and what sandals go,composite_intent,composite_intent,1
"same vibe but shorter, plus a hat for it",composite_intent,composite_intent,1
this dress in green and earrings with it,composite_intent,composite_intent,1
find a lookalike in yellow and a cover-up,composite_intent,composite_intent,1
cheap version of this and what heels with it,composite_intent,composite_intent,1
"similar floral one but in black, maybe with a belt",composite_intent,composite_intent,1
red version of this dress and sandals that work,composite_intent,composite_intent,1
"another one like this for less, and a purse",composite_intent,composite_intent,1
goth platform boots,similar_items,similar_items,1
lace-up combat boots,similar_items,similar_items,1
buckled ankle boots,similar_items,similar_items,1
spiked calf boots,similar_items,similar_items,1
vegan leather goth boots,similar_items,similar_items,1
platform lace boots,similar_items,similar_items,1
chunky sole black boots,similar_items,similar_items,1
dupe for these boots,similar_items,similar_items,1
cheaper alternative to these boots,similar_items,similar_items,1
replacement boots like these,similar_items,similar_items,1
tops to wear with these boots,graph_pairing,graph_pairing,1
what jacket goes with these boots,graph_pairing,graph_pairing,1
skirt ideas for goth boots,graph_pairing,graph_pairing,1
bags to pair with these boots,graph_pairing,graph_pairing,1
socks that work with these boots,graph_pairing,graph_pairing,1
outfit ideas for these boots,graph_pairing,graph_pairing,1
jewelry for a goth boots look,graph_pairing,graph_pairing,1
coat to match these boots,graph_pairing,graph_pairing,1
what pants go with goth boots,graph_pairing,graph_pairing,1
accessories for these boots,graph_pairing,graph_pairing,1
same boots in black,color_variant,color_variant,1
do you have these in burgundy,color_variant,color_variant,1
red version please,color_variant,color_variant,1
can I get them in white,color_variant,color_variant,1
navy colorway for these boots,color_variant,color_variant,1
olive green version of these boots,color_variant,color_variant,1
these boots in plum,color_variant,color_variant,1
silver option for this style,color_variant,color_variant,1
pink pair of these boots,color_variant,color_variant,1
brown variant of the boots,color_variant,color_variant,1
good morning,chit_chat,chit_chat,1
hiya,chit_chat,chit_chat,1
thanks a lot,chit_chat,chit_chat,1
order status please,chit_chat,chit_chat,1
my parcel seems delayed,chit_chat,chit_chat,1
is anyone there,chit_chat,chit_chat,1
rainy day today,chit_chat,chit_chat,1
cheaper dupe of these boots in burgundy,composite_intent,composite_intent,1
same boots in black and a purse to go with them,composite_intent,composite_intent,1
show me a lookalike of these boots with silver hardware,composite_intent,similar_items,0
a more affordable version of these boots and a coat to match,composite_intent,composite_intent,1
these boots in red plus a skirt that works with them,composite_intent,composite_intent,1
can I see a similar pair in white and socks to wear with it,composite_intent,composite_intent,1
duplicate of these boots in navy and accessories for the outfit,composite_intent,composite_intent,1
find a cheaper version of these boots and what top goes with them,composite_intent,composite_intent,1
a black version of this style and pants to pair with it,composite_intent,composite_intent,1
similar boots in plum and a jacket that matches,composite_intent,composite_intent,1
boxy blazer set,similar_items,similar_items,1
slim trouser suit,similar_items,similar_items,1
double-breasted co-ord,similar_items,similar_items,1
budget version of this suit,similar_items,similar_items,1
lookalike pantsuit,similar_items,similar_items,1
cropped blazer ensemble,similar_items,similar_items,1
swap for this jacket set,similar_items,similar_items,1
pinstripe two-piece,similar_items,similar_items,1
another one like this suit,similar_items,similar_items,1
less pricey formal set,similar_items,similar_items,1
what shirt goes under this suit,graph_pairing,graph_pairing,1
shoes with this pantsuit,graph_pairing,graph_pairing,1
bag ideas for this blazer set,graph_pairing,graph_pairing,1
what can I wear with this office suit,graph_pairing,graph_pairing,1
jewelry for this tailored look,graph_pairing,graph_pairing,1
tops to pair with these suit pants,graph_pairing,graph_pairing,1
outerwear over this work suit,graph_pairing,graph_pairing,1
heels for this blazer and trousers,graph_pairing,graph_pairing,1
belt for this suiting outfit,graph_pairing,graph_pairing,1
something to go with this gray set,graph_pairing,graph_pairing,1
is there a black one,color_variant,color_variant,1
same suit in navy,color_variant,color_variant,1
charcoal option?,color_variant,color_variant,1
can this come in beige,color_variant,color_variant,1
do you have it in white,color_variant,color_variant,1
olive version,color_variant,color_variant,1
this but burgundy,color_variant,color_variant,1
lighter color for this set,color_variant,color_variant,1
any brown colorway,color_variant,color_variant,1
show this in cream,color_variant,color_variant,1
hey there,chit_chat,chit_chat,1
you around?,chit_chat,chit_chat,1
where's my package,chit_chat,chit_chat,1
it is raining here lol,chit_chat,chit_chat,1
hmm not sure,chit_chat,chit_chat,1
asdf suit banana,chit_chat,chit_chat,1
can you track my delivery,chit_chat,chit_chat,1
lol never mind,chit_chat,chit_chat,1
what day is it,chit_chat,chit_chat,1
something like this suit but cheaper with shoes for it,composite_intent,composite_intent,1
same blazer set in blue and a bag to go with it,composite_intent,composite_intent,1
find a similar pantsuit in black,composite_intent,similar_items,0
lookalike for this work set and what top works with it,composite_intent,composite_intent,1
another one like this in tan with matching flats,composite_intent,composite_intent,1
less expensive version in gray and maybe a shirt under it,composite_intent,composite_intent,1
copy this suit in green plus earrings for it,composite_intent,composite_intent,1
replacement for this blazer outfit to wear with loafers,composite_intent,composite_intent,1
similar formal set in cream for these heels,composite_intent,composite_intent,1
"cheaper suit like this, black, and a tote with it",composite_intent,composite_intent,1
maternity leggings,similar_items,similar_items,1
bump friendly maxi dress,similar_items,similar_items,1
dupe for this nursing bra,similar_items,similar_items,1
cheaper alt for these pregnancy jeans,similar_items,similar_items,1
empire waist maternity top,similar_items,similar_items,1
lookalike for this baby shower dress,similar_items,similar_items,1
soft maternity lounge set,similar_items,similar_items,1
replacement for this bump band,similar_items,similar_items,1
plus size maternity swimsuit,similar_items,similar_items,1
budget version of this wrap dress,similar_items,similar_items,1
cardigan to go with this maternity dress,graph_pairing,graph_pairing,1
what shoes w these pregnancy jeans,graph_pairing,graph_pairing,1
layer for this nursing tank,graph_pairing,graph_pairing,1
bag for this baby shower outfit,graph_pairing,graph_pairing,1
what can i wear over this bump dress,graph_pairing,graph_pairing,1
jewelry for this maternity gown,graph_pairing,graph_pairing,1
flats that work w this maxi,graph_pairing,graph_pairing,1
something cozy w this maternity skirt,graph_pairing,graph_pairing,1
jacket for this preggo outfit,graph_pairing,graph_pairing,1
what bottoms with this maternity blouse,graph_pairing,graph_pairing,1
same one in beige pls,color_variant,color_variant,1
can i get it in olive,color_variant,color_variant,1
navy version?,color_variant,color_variant,1
do u have the brown one,color_variant,color_variant,1
need it in blush,color_variant,color_variant,1
